sentence1,sentence2,label,preds,truth
"A group of dancers with green shirts are all holding hands in a circle , one lady has a white shirt .",A group of dancers is about to dance for a school competition,neutral,2,2
"At a little league baseball game , an umpire calls `` safe '' as a player crosses home .",A player is winning a baseball game .,neutral,2,2
People crowded around toys on a table .,People are in the middle of the Christmas rush .,neutral,2,2
The exhaustion in the woman 's face while she continues to ride her bicycle in the competition .,A tall person on a bike,neutral,2,2
Two boys are swimming underwater in a pool and a girl is swimming in the background .,They are diving for coins on the bottom of the pool,neutral,2,2
A man with a shopping cart is studying the shelves in a supermarket aisle .,A man is watching a movie in a theater .,contradiction,0,0
Three men handling a net on the seashore .,Group of men knitting gloves .,contradiction,0,0
"A West Virginia university women 's basketball team , officials , and a small gathering of fans are in a West Virginia arena .",women are playing a big 12 conference game,neutral,2,2
Three people are outside walking up a set of wooden stairs .,Three people are walking outside .,entailment,1,1
"A man is signing a guitar , whose owner is smiling and has a hat with lights attached to it .",Two people are next to a guitar .,entailment,1,1
Trying very hard not to blend any of the yellow paint into the white .,Someone is painting a house .,neutral,2,2
An older couple is resting on a bench .,Two people are sitting next to each other .,entailment,1,1
A biker wearing a white t-shirt is jumping over dirt hills .,A biker climbs a tree in a shirt .,contradiction,0,0
A black dog runs with a deflated ball and a tiny tire .,A cat eats tuna .,contradiction,0,0
Several children are standing in a house looking out the window .,some siblings are indoors while it rains,neutral,2,2
Two young women are crossing a street just after a yellow school bus has passed by .,Two women coming home after school .,neutral,2,2
A man jumps in front of a palace in China .,The street is crowded .,neutral,2,2
A person in gray snowboarding down a hill .,The snowboarder is a man .,neutral,2,2
"A young man , without apparent protective gear , is on a bicycle jumping over small hills of sand or gravel , with a long bridge and tall buildings in the background .",A young man is swimming in the ocean .,contradiction,0,0
A woman in a red shirt and blue jeans is walking outside while a man in a khaki jacket is right behind her .,A man in an army jacket is following a woman in a pink dress .,contradiction,0,0
A man biting a candle while a woman holds a cake .,Jeffs 30th birthday is not going well .,neutral,2,2
A bronze-skinned woman walks a pedestrian path in a form fitting dress .,A woman walks a pedestrian path .,entailment,1,1
An older man in an apron cleaning .,A man cleans .,entailment,1,1
A poor family is leaving their home with only a few belongings .,A man eats a chalupa .,contradiction,0,0
Two guys dressed for hockey and are raising there arms in the air .,Men are cheering for their hockey team .,neutral,2,2
A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book .,Cabbage makes a lovely cumberbund .,contradiction,0,0
A little girl in a purple cap blows soap bubbles .,There are soap bubbles being blown .,entailment,1,1
A large busted woman in a yellow shirt has a pink shoulder bag on her shoulder .,A young woman with a giant rack is carrying a bag around a shopping mall .,neutral,2,2
A little baby is sitting on the ground with his hands in a cup .,The baby is sitting on the ground .,entailment,1,1
Adults with their kids are riding on a small red train .,Some adults without children are on the bus .,contradiction,0,0
a lone motorcyclist jumping through the air in front of a large crowd .,The man is wearing a helmet .,neutral,2,2
A man in a red shirt is giving toys to a small dog .,There is a man and his dog at the park .,neutral,2,2
A silhouette at the bottom of an escalator .,The silhoutte is creeping out the children .,neutral,2,2
A woman observes a rusted antique car .,A woman looks at an old car .,entailment,1,1
An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by .,The man is fixing the bike for his son .,neutral,2,2
A bearded man wearing a blue shirt is playing an acoustic guitar .,The man is playing the drums,contradiction,0,0
A man in a suit and tie and a woman with luggage join others in waiting in the London Underground .,A couple are travelling to see friends in London .,neutral,2,2
"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake , whilst a horse and rider passes behind .",Two short haired dogs of different colors drinking by a lake .,neutral,2,2
A man and a girl sit inside a floating tube in the water .,The water is clear blue .,neutral,2,2
three children are locked in a cage .,Three children are trapped together .,entailment,1,1
An asian woman sitting outside an outdoor market stall .,A woman sits outdoors .,entailment,1,1
A young girl is swimming in a pool .,The girl is practicing for a swim meet .,neutral,2,2
Old woman chasing away two lambs with a broom .,A woman is chasing two turtles with a mop .,contradiction,0,0
A couple is married in a church as guests look on .,People are getting married .,entailment,1,1
A band performing on the corner of the street .,The band is performing outdoors .,entailment,1,1
The middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf .,These two women are friends .,neutral,2,2
A man with an open shirt and glasses holding a microphone and another man in a bowler hat and plaid suit using a bow on an instrument .,The singer and musician are in the bathroom .,contradiction,0,0
A little girl at a museum .,A person at a museum looking at dinosaurs .,neutral,2,2
Young players engage in the sport of Water polo while others watch .,Kids are enjoying a game of water polo .,entailment,1,1
Two little girls ride an inflatable dinghy down a purple water slide .,Sisters squeal in delight as the go down the slide .,neutral,2,2
The elderly bus driver opening the door for a passenger who needs to get off .,The bus driver is fast asleep behind the wheel .,contradiction,0,0
Black greyhound dog racing down a track .,The dog is asleep in the park .,contradiction,0,0
A girl in green looks at the camera and stands in front of a huge crowd of indescript faces .,A boy looks at a camera,contradiction,0,0
A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table .,A young boy is leaning against a tree outside .,entailment,1,1
A man skateboarding at a skateboarding park which is covered in graffiti .,A man is rollerblading .,contradiction,0,0
A woman in a blue jacket is drinking tea from a cup .,A woman wearing a blue jacket is drinking tea .,entailment,1,1
A inside view of an apartment showing 2 couches and a coffee table .,A man is feeding some birds some bread .,contradiction,0,0
"On the sidewalk , near the store 's entrance , a local entertains all , by playing the accordion .",He is hoping for tips .,neutral,2,2
The lady carrying the big bag is walking under the trees in bloom .,A lady is carrying a big bag .,entailment,1,1
A man is sitting in a chair and looking at something that he is holding .,A man is sitting in a chair pondering life .,neutral,2,2
Two men kayaking on the ocean near the shore while they fish .,Two women are on surfboards far from shore .,contradiction,0,0
A man is playing with a baby on a deck .,A man plays with a dog .,contradiction,0,0
A person in red playing football on the beach .,There is someone playing on a beach .,entailment,1,1
"A girl dressed in a pink shirt , jeans , and flip-flops sitting down playing with a lollipop machine .",A funny person in a shirt,neutral,2,2
A clown making a balloon animal for a pretty lady .,A clown showing off for a lady he has a crush on .,neutral,2,2
A bridal party assembles outside a stone building .,A farmer takes a cow through a wooden gate .,contradiction,0,0
A boy walking away from two Camden tents with a group of people behind him .,A person leaving a tent with his friends,neutral,2,2
"An outside wedding ceremony for an asian couple under an umbrella , shielded from the blaring sun .",Asian people getting married by the beach .,neutral,2,2
A person in a red hat with a huge backpack going hiking .,The guy in red is at home unpacking .,contradiction,0,0
Man brushes image in the sand .,A human on the sand .,entailment,1,1
Three dogs racing on racetrack,Three animals move on the ground .,entailment,1,1
A man wearing a baseball hate is checking his phone,The man is texting his friends .,neutral,2,2
A little girl with brown hair is blowing the petals off of a flower .,A little girl is sleep .,contradiction,0,0
A little boy is standing alone in a wooded park .,A boy is waiting for his sister .,neutral,2,2
A man in blue clothing carries a yellow bucket while walking in the water near a pelican .,A man with a pail is in the water near a bird .,entailment,1,1
A man and woman sit at a cluttered table .,The people are a couple .,neutral,2,2
"An older man sitting on a bench , on the sidewalk , reading a book .",An old guy sits on a bench by a cracked sidewalk reading a red book .,neutral,2,2
A man wearing lime green pants and shirt working on a sign .,A man wearing pants and shirt working on a sign .,entailment,1,1
A black and brown dog attempts to catch a red ball in its mouth .,An animal is playing with a ball .,entailment,1,1
"A small baby , possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves .",The person bathing the small baby is the mother .,neutral,2,2
Three children run on a sidewalk with a river on one side and a wall on the other .,Three children are swimming next to the sidewalk .,contradiction,0,0
"A snowboarder is grinding on a rail in a snowy , mountainous area .",The snowboarder is sitting in the lodge .,contradiction,0,0
Women and children sitting outside in the shade while a group of younger children sitting inside in the shade .,The woman is running .,contradiction,0,0
Two men are shopping for orange juice .,two men are at the store,entailment,1,1
A crowd of people in colorful dresses .,The dresses vary in color in this photo .,entailment,1,1
"Two men sleeping on a park bench , slumped over each other .",Two women are sleeping .,contradiction,0,0
A white dog with long hair jumps to catch a red and green toy .,A white dog with long hair is swimming underwater .,contradiction,0,0
"A woman wearing gray pants , a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium .",The female stadium worker jumps for joy as she leaves her long tiring shift .,neutral,2,2
Two girls are in line about to order at a Mexican eatery .,Two sad girls are in line about to order at a Mexican eatery .,neutral,2,2
Tractor doing construction work .,A tractor is parked doing nothing .,contradiction,0,0
Four female athletes play beach volleyball at the London 2012 Olympics .,They are going to win it this year !,neutral,2,2
"Two men dressed in identical white jackets with green numbers and logo are studying something on a cellphone with great interest , while other men , identically dressed and standing in a group with these two , are interested in something to their right .","Three men in matching jackets are standing together , one looking at a nearby person , the other two looking at a phone .",neutral,2,2
"A girl all in black and white , and carrying an umbrella , walks down the street , as others watch .",A girl out in the middle of a public area .,entailment,1,1
People are gathered around the table filled with food .,A family rides a roller coaster .,contradiction,0,0
Four people are in the process of creating colorful lanterns in their lantern shop .,The people are baking a cake .,contradiction,0,0
Two young girls looking at Barbie dolls .,A girl and a boy are running with toys .,contradiction,0,0
A skater performs a stunt off a cement wall covered in graffiti .,"The city youth enjoying his skateboard , executing from the wall he painted .",neutral,2,2
A group of people gather on a outdoor patio .,People are outside .,entailment,1,1
A man and child working on a puzzle .,An adult and a kid are engaged in an activity .,entailment,1,1
People laying in massage chairs,People enjoy the demo of the stores new massage chairs .,neutral,2,2
Two men pull a fishing net up into their red boat .,Two men are fishing .,entailment,1,1
Two young girls looking at Barbie dolls .,Two girls are watching dolls .,entailment,1,1
The young girl cools off by sliding on the water slide .,No one is sliding down a water slide .,contradiction,0,0
Two teen girls relax on a black futon .,Two young girls are running outside .,contradiction,0,0
Here is a picture of a woman and her husband in their car smiling and waving .,Here is a picture of a woman and her husband ',entailment,1,1
The young girl cools off by sliding on the water slide .,The girl goes down a water slide .,entailment,1,1
A person in red playing football on the beach .,There is someone surfing at the beach .,contradiction,0,0
A young man in khaki shorts and a yellow shirt stands outside in the sidewalk and waves a Brazilian flag .,The young man is brazilian .,neutral,2,2
A little blond girl is wrapped up in a Care Bears blanket with Christmas paper behind her .,A little blonde girl has a blanket around her .,entailment,1,1
A customer places his order at Quiznos while another customer looks on .,The second person in line is nosy .,neutral,2,2
"A black man , wearing a cap , is sitting in a bus .",A man is traveling on public transportation .,entailment,1,1
Sidewalk flower cart vendor .,Tulip vendor by the curb .,neutral,2,2
A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A woman drinks her coffee in a small cafe .,contradiction,0,0
An old woman in a green and blue plaid shirt is standing on a crowded sidewalk smiling .,A woman in a plaid shirt smiling on a crowded sidewalk,entailment,1,1
A young man wearing a gray shirt standing outside a wooden structure smiling and making a fist with his right hand .,A young man is standing outside a wooden structure because he wants to .,neutral,2,2
A group of rollerskaters skate on a patch of cement with palm trees in the background .,A group of people are rollerskating .,entailment,1,1
A child in shorts throws a snowball at a mountain .,A boy is playing in the snow without gloves,neutral,2,2
A man carrying a bag from a stick is walking down the sidewalk .,A person is playing football .,contradiction,0,0
5 women sitting around a table doing some crafts .,Five women sit at a table .,entailment,1,1
"Two women , one wearing a scarf and the other wearing a broad brim hat , pound what may be food , on a primitive table with wooden mallets",Two individuals are beating a bread dough on the table .,neutral,2,2
A girl swings high in the air .,A girl is gaining momentum to flip off the swing,neutral,2,2
A man talks on his cellphone in private .,A man is on his cellphone .,entailment,1,1
Several children playing outside,A boy is playing with his Gamecube on the couch .,contradiction,0,0
A group of children walking on a trail .,Children are walking .,entailment,1,1
A man is photographing a small staked camel and a woman is trying to walk past it .,A man and a woman are riding a camel .,contradiction,0,0
A blond man stands next to a cement mixer with mountains in the background .,A man stands outside in front of some mountains .,entailment,1,1
A shopper buys cat food at a Walmart,A homeless person buys cat food for dinner at Walmart .,neutral,2,2
Construction workers walk towards their next job .,The workers are walking outside,entailment,1,1
A person is surfing on a large wave .,A person is surfing .,entailment,1,1
Two young men in unusual clothing are jumping in a gym .,The young men are lying in the sand,contradiction,0,0
A boy on a skateboard ramp .,There is a boy on a ramp,entailment,1,1
Two women are riding motorized bicycles through a street .,Women are trying to drive home .,neutral,2,2
Two girls laying in the grass smile as their picture is taken .,The girls are sisters .,neutral,2,2
Two young men in unusual clothing are jumping in a gym .,Two people are in the gym,entailment,1,1
Two women with badges are watching something .,Two people are looking at something .,entailment,1,1
A group of people play a game in the road .,people playing a game,entailment,1,1
A man in a blue helmet jumping off of a hill on a dirt bike .,The man is a professional athlete .,neutral,2,2
"A man in a green safety jacket and pants stands , facing away , near bags of trash while people stand on the curb across the street .",Nobody has a jacket,contradiction,0,0
A man in a purple suit sings and plays the guitar .,The man playing the guitar is wearing a purple suit .,entailment,1,1
A mountain biker rides up a hill on a red bicycle .,The biker rode up the hill .,entailment,1,1
Two boys are swimming underwater in a pool and a girl is swimming in the background .,There are some kids in this picture,entailment,1,1
A young man is riding a dirt bike while standing up .,The young man standing on the dirt bike is performing a stunt .,neutral,2,2
A busy street scene on a rainy day full of umbrella toting walkers .,A bunch of people holding umbrellas on a rainy day .,entailment,1,1
A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area .,A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area to get to her husband .,neutral,2,2
There are two men standing beside a market of fruits and vegetables .,two men are playing football with each other .,contradiction,0,0
A woman in an orange shirt is enjoying food in a public setting .,the lady in the orange shirt is eating,entailment,1,1
A boy plays in the surf .,The boy is building a tent .,contradiction,0,0
"two wrestlers wrestling , the one on the bottom is in submission and could possibly be in pain .",The good friends eat ice cream together,contradiction,0,0
Woman singing on stage in front of backup dancers,Nobody is singing,contradiction,0,0
A man and woman are drinking at a bar .,A couple is out on a date,neutral,2,2
A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her .,There are two women .,entailment,1,1
A man in a white lab coat is looking through a microscope .,There is a man looking through a scope,entailment,1,1
Woman reading a book in a laundry room,The book is old .,neutral,2,2
A young boy is looking into a silver cellphone while resting his light brown-haired head on top of a resting blond dog 's head .,A funny person looking,neutral,2,2
Football player jumping to catch the ball with an empty stand behind him .,The football player catches the ball .,entailment,1,1
A group of Asian children are gathered around in a circle listening to an older male in a white shirt .,A male is telling some asian kids a story about the lion king,neutral,2,2
An Asian woman stands along a road where 2 buses have passed holding her bags .,There is a Asian woman .,entailment,1,1
"A family holding hands in the snow are behind a man and his son , whom is wearing a blue jacket .",A family enjoy the beach on a summer day .,contradiction,0,0
A shirtless man wearing white shorts .,A man in white shorts is not wearing a shirt .,entailment,1,1
An overweight man in a blue and black hooded sweatshirt works on a laptop computer outdoors .,A heavyset man in a hoodie works in a laptop while outside .,entailment,1,1
A man in a hat is riding a motorized skateboard .,The skateboarder is taking a break by sitting on the bench .,contradiction,0,0
A man in a red shirt entering an establishment .,Lucy was at the library .,contradiction,0,0
Two dogs playing in the snow .,The two dogs are inside sleeping by the fireplace .,contradiction,0,0
"Two women in a embrace of greetings , one of them is holding flowers and they are greeting each other of a kiss .",Two people greeting eachother .,entailment,1,1
A very young child in a red plaid coat and pink winter hat makes a snowball in a large pile of snow .,A child in a red plaid coat and pink winter hat makes a snowball in a large pile of snow .,entailment,1,1
"Several people prepare their stalls that consist of fish , vegetables and fruits for the public eye .",a farmers market is about to open,neutral,2,2
"A male and a female with a black hat , and sunglasses stop and talk .",Similarly dressed couple stops to discuss plans .,neutral,2,2
A motor-cross rider in red splashes through mud and rain with his motorcycle .,A man enjoys the outdoors on a rainy day .,neutral,2,2
A man in a white button-up shirt looks to the side while sitting at a table by the street .,A man is standing by himself outside of an office building .,contradiction,0,0
A man in a plaid shirt and brown pants walking around town with one hand in his pocket .,The man has a white dress shirt on .,contradiction,0,0
Excited children pass their parents on their way from the parking lot .,The children are watching TV at home .,contradiction,0,0
"Three women , two wearing red shirts and one wearing a purple shirt , and a man , wearing a light blue shirt , jump on a basketball court with balls in their hands .",Three people 's are eating in hotel .,contradiction,0,0
A person in a yellow slicker is driving a motorboat next to the beach .,A whale eating a fisherman .,contradiction,0,0
A US Air-force member is handing off a little girl and her toy unicorn to a local citizen .,A marine is dancing with kids and their toys .,contradiction,0,0
People are walking into a store .,The store is closed .,contradiction,0,0
A mom is taking a picture with her two small daughters .,A mom is taking a family photo with her son and two daughters,neutral,2,2
Musicians are performing on stage .,A clown is juggling balls at a circus .,contradiction,0,0
A child poses his head through a hole in a painted wall .,The child is putting his head through a hole in the wall .,entailment,1,1
People shopping at the marketplace .,People are shopping for groceries .,neutral,2,2
Man with dark shirt in work gloves and a helmet that has a yellow flashlight attached .,An rescue worker looking for injured people .,neutral,2,2
City workers in bright yellow and green safety suits haul a stack of traffic cones through the snow and past the tree trunk .,City workers are moving traffic cones through the snow .,entailment,1,1
During this vacation children enjoying their games at the park .,The park is crowded,neutral,2,2
A girl in a white dress dancing in a field .,The girl is wearing white .,entailment,1,1
"A couple dancing alfresco dressed in turquoise tops , the lady is held up in the air with her hands stretched upwards .",Tall people dancing,neutral,2,2
Two teen girls relax on a black futon .,Two young girls are waiting for their mom to get ready .,neutral,2,2
The blond-haired and blue eyed child holds the wooden airplane in his hands .,A child is playing with a toy airplane that was made by his grandfather .,neutral,2,2
A man wearing a horned hat poses for a picture .,A man wearing a horned hat poses for a photograph,entailment,1,1
A man in a dark suit talks with a middle-aged man and woman on a stage in front of a large logo of the letter `` D '' with the numeral five within it .,A couple of people are presenting at a conference .,neutral,2,2
A white dog bounding through snow,A dog running to the master who called him,neutral,2,2
Two guys sitting in a room with green and white curtain .,Two guys are playing golf .,contradiction,0,0
A woman rock-climbs in a rural area .,The woman is in great shape .,neutral,2,2
"A young woman with red hear and wearing a bikini top is standing with her hands together above her head , while three other people stand directly behind her with their arms in different positions , making the woman in front look as if she has many arms .",Some people are holding hands and walking away .,contradiction,0,0
"A firefighter , in full uniform , looks off into the distance .",The firefighter is sleeping inside the firetruck .,contradiction,0,0
"Three people in t-shirt , yellow helmets and harnesses begin to climb ladder .",Three people walk up the stairs .,contradiction,0,0
A girl is standing and another one is sitting by a tree,There are two girls .,entailment,1,1
"Dozens of street performers in fuchsia , red , yellow and black outfits are dancing and singing along a city street .",The people were singing and dancing in a parade .,neutral,2,2
A man is standing next to a bin overflowing with garbage .,The trash has n't been collecting for several days .,neutral,2,2
"A man in a black , white , and red uniform is holding yellow ski poles and racing or preparing to race .",A man prepares for his event in the olympics .,neutral,2,2
Two girls are walking down the street looking at items in the store windows .,Two friends are walking together to there house,neutral,2,2
A man operates a piece of earth-moving equipment near a waterway .,The man is working outside,entailment,1,1
A dog runs through the woods near a cottage .,the dog is sleeping on the ground,contradiction,0,0
a group of people walking down road heading away from the camera .,"Several people walk down the road , backs facing the camera .",entailment,1,1
Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh .,A person in casual clothing is causing two others to be merry .,entailment,1,1
A barefooted adolescent boy in a yellow shirt reaching the top of a small skateboarding ramp .,the boy is five,neutral,2,2
A young girl in her school uniform dances in a water sculpture in the middle of a crowded public square .,The public square is empty .,contradiction,0,0
"There are four US military soldiers in this photo , only two have their faces in the picture , there is a pack of cigarettes by one of their boots , they appear to be fixing a motorcycle .",A motorcyle being fixed by a group of men .,entailment,1,1
A person is walking down a cobblestone street .,The cobblestone street is full of runners .,contradiction,0,0
"A man , wearing yellow , is riding a bike in the woods .",The man was curious to see what was in the woods .,neutral,2,2
A man in a blue helmet jumping off of a hill on a dirt bike .,The man is doing a trick on a bike .,entailment,1,1
A person throwing a yellow ball in the air .,The ball sails through the air,entailment,1,1
A woman in a tan top and jeans is sitting on a bench wearing headphones .,A woman is on vacation .,neutral,2,2
A man in a blue suit reached towards a seated women in an office .,The man is giving the woman her paycheck .,neutral,2,2
an middle eastern man in a white robe is sitting on a wooden bench with his shoes off .,a guy relaxing outdoors,entailment,1,1
Men and women walking down a sidewalk next to a garden .,They are admiring the beautiful flowers in the garden .,neutral,2,2
"Two men , one with a black shirt and the other with a white shirt , are kicking each other without making contact .",Two men are fighting over a girl,neutral,2,2
A woman in a blue dress is sweeping the floor in a cobblestone road,A woman wears a dress while she sweeps .,entailment,1,1
A black dog is running through a snow covered area while holding something green in his mouth .,The dog runs along outdoors,entailment,1,1
"Four people work in a green field , two wearing white and two wearing red , with green bushes and trees in the background .",A group of people are picking cotton .,neutral,2,2
A man and a girl sit inside a floating tube in the water .,Two people sit in a floating tube .,entailment,1,1
A group of people are taking a fun train ride .,People ride the train into the city .,neutral,2,2
A man and woman are sitting at a restaurant table holding hands .,a man and a dog are eating ham,contradiction,0,0
A group of people walk down a pedestrian only street in Asia near large green trees and older brown buildings .,The group of people is sitting under the trees .,contradiction,0,0
A child is jumping off a platform into a pool .,The child is running,contradiction,0,0
A female dancer works on striking a pose .,The woman is in the bathroom .,contradiction,0,0
A kid with his head shaved sitting and holding a lit cigarette .,Child eating a bowl of noodles .,contradiction,0,0
A man and a woman stare at the skyline .,The two people are looking outside .,entailment,1,1
Young man walking dog,The man is walking his cat .,contradiction,0,0
"A young girl with long hair , glasses and a lip ring playing on her iPhone in a brightly lit room .",a girl with long hair,entailment,1,1
A man wearing a black T-shirt and a tan jacket wrapped around his waist pulls a wheeled gray and black bag as he walks next to a building that has large glass windows .,A person walking outside .,entailment,1,1
A football coach guiding one of his players on what he should do .,The player was making too many mistakes .,neutral,2,2
Soldier watches as a train zooms by .,Soldier is doing a crossword as he watches the train .,neutral,2,2
"Two women behind a net check their cellphones , while two men sitting on a curb chat to each other .",The two women checking their cellphones are wives of the two men on the curb .,neutral,2,2
Two men inside a tent are examining the floor .,a woman playing cards,contradiction,0,0
A young man standing on a plank of wood and using a large saw to cut it .,A young man saws wood .,entailment,1,1
"A guy singing on stage with a cool black shirt , while turning his microphone to the audience so they can sing along .",A guy is telling a joke on stage .,contradiction,0,0
A woman in a purple shirt buying food from a street vendor .,A woman makes a purchase from a vendor outside .,entailment,1,1
Woman in light blue knit hat and light blue zippered jacket kneels in front of a bowl of liquid and small bottle .,A woman in a jacket kneels by a bowl and small bottle .,entailment,1,1
Older lady checking out her goods at the check-out counter .,A woman is sitting on her bed .,contradiction,0,0
A young man is holding a small boy who is wearing a backpack in front of a derelict building in a poor country .,A man is touring a city with his son,neutral,2,2
Boy reading book with company of a rolled over dog .,The kid is with his dog .,entailment,1,1
Two ice fishers watch on as a third attempts to cut out a portion of ice with a chainsaw .,Ice fisherman grind their first hole of the day .,neutral,2,2
"Several people standing in front of a pile of snow in front of a house , with one person shoveling .",It snowed outside .,entailment,1,1
"A woman is standing near the water , looks to be throwing something .",A woman is close to the water .,entailment,1,1
The little boy is jumping into a puddle on the street .,The boy is outside .,entailment,1,1
The player from the black team is telling something to the player of the red team .,The two teams are relaxing before the match .,neutral,2,2
A man standing in front of a brick building .,A man is outside .,entailment,1,1
A woman in a pink shirt is holding a hot air balloon with an American flag on it .,A woman is holding a hot air balloon .,entailment,1,1
4 people are lying down stacked on top of one another on a white sheet placed on the ground .,4 people are lying down together on a white sheet .,entailment,1,1
Two Olympic martial arts competitors go after each other in an international martial arts spectacle .,Two people are competing in the Olympics .,entailment,1,1
A man who has a gray beard and gray hair laughs while wearing a purple shirt .,A man is laughing at a woman who has fallen over .,neutral,2,2
"A man with an orange jacket , takes the photo of four women , and a man in a greenish yellow suite .",A man is photographing five people .,entailment,1,1
A farmer gives a tour of his farm to local families,a farmer selling his farm,neutral,2,2
A little boy bowls in a carpeted hallway .,A boy is skipping rope .,contradiction,0,0
A snowboarder jumps high into the air off of a snowy ramp .,Snowboarder tries out a new board off a ramp .,neutral,2,2
Runners are competing on a track in front of a stadium full of people .,There are runners on a track .,entailment,1,1
A man and woman are talking in a party atmosphere with a crowd and purple and blue lights behind them .,A man and woman talk at a party .,entailment,1,1
A man stands on the sidewalk near a lamp post as well as a pillar forming part of an edifice .,The man is tired .,neutral,2,2
A person is surfing on a large wave .,The person is in a surfing competition .,neutral,2,2
Very large group of old people riding in boats down a river .,Mob of elderly riding water crafts .,entailment,1,1
A woman in a black jacket with yellow on the back talking to a man with a black jacket and cameras hanging down from his shoulders and neck .,A man has some cameras .,entailment,1,1
A town worker working on electrical equipment .,The worker is working .,entailment,1,1
A dark-skinned man smoking a cigarette near a green trashcan .,While in the swimming pool the albino boy was cautious of too much sun,contradiction,0,0
Two children in swimming trunks are standing under a water sprinkler while a crowd looks on .,Two brothers play in the water without even noticing the crowd,neutral,2,2
A teenage is on a surfboard .,a teen is catching a big wave,neutral,2,2
Two dogs playing in the snow .,The dogs are playing catch with each other .,neutral,2,2
"Two women behind a net check their cellphones , while two men sitting on a curb chat to each other .","The two women are both asleep , while the two men are driving .",contradiction,0,0
Girl in purple jacket leaning against a wall .,A girl is wearing purple attire .,entailment,1,1
A beautiful woman puts on a look of amazement while she wears native clothing .,a woman is amazed,entailment,1,1
A man walking in front of a black cement wall with a bag on his shoulder .,A man is in outer space .,contradiction,0,0
Group of children listening to security guard .,The children are listening to the guard,entailment,1,1
The surfer crouches low and rides the wave .,The wave is huge .,neutral,2,2
"Three Oklahoma Sooners playing football against another team , one of the sooners with the ball in their possession .",Rival college football players are playing a football game .,neutral,2,2
"A classroom full of men , with the teacher up front .",A group of men are learning English,neutral,2,2
A man in a beige trench coat is walking in the rain .,A man in a blue shirt is sitting in the rain .,contradiction,0,0
A man in a black suit and tie is walking in front of a fancy building with the word grace written on it,"A man walks in front of his new building , with the word grace on it",neutral,2,2
Two women both dressed in white tops and dark-colored shorts are standing in front of some motorcycles on a city street,One woman and one man stand in front of a new car while wearing green sweaters .,contradiction,0,0
A skier slaloms by a red flag .,A skier died by red flag .,contradiction,0,0
"A man in a pink shirt is stealing an old couples bike , the possibility he is a loan shark collecting his dues are high .",The couple looks on as their bike gets stolen .,neutral,2,2
The restaurant employee is preparing sandwiches in the highly decorated kitchen .,An employee is making his lunch before the dinner rush at a nice restaurant .,neutral,2,2
"A man with a black shirt , shorts and a black messenger bag , is listening to a man , sitting with black pants and a white t-shirt , playing the guitar .",Two men are playing the piano .,contradiction,0,0
Street performer with bowler hat and high boots performs outside .,The man is performing a magic act .,neutral,2,2
"This man holds a teddy bear by the nostrils with one hand , and a microphone in the other .",A man is juggling a teddy bear and a microphone in the air,contradiction,0,0
The baseball player wearing the `` Irish '' uniform prepares to throw the ball to his teammate as the umpire watches closely .,Two baseball players practicing with an umpire watching .,entailment,1,1
A woman wearing a black shirt with a cigarette in her right hand is smiling at the camera .,The woman is modeling for a commercial .,neutral,2,2
The woman is holding the hand of the little girl in the red dress with the polka-dotted skirt .,A little girl wearing a red dress holds a woman 's hand .,entailment,1,1
The side of a building next to a church is painted with a brightly colored Coca-Cola sign .,There is a Coca-Cola sign on a building .,entailment,1,1
A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A man selling donuts to a customer during a world exhibition event while people wait in line behind him .,neutral,2,2
This child is feeding a male deer .,A child is sleeping in a bed .,contradiction,0,0
A man with a dark shirt and light shorts is standing next to a person wearing a light shirt on a sidewalk .,two men stand inside a cafe,contradiction,0,0
A guy with long brown curly hair wearing a white t-shirt is looking into the camera with something in his mouth . a,A person with long hair looks at the camera,entailment,1,1
Runners are competing on a track in front of a stadium full of people .,Some runners are competing in the Olympics .,neutral,2,2
A woman in a tan dress is tending to her wares in the market .,A man is making a pizza .,contradiction,0,0
A hiker pokes his head out of a tent high in the mountains .,The hiker is outside .,entailment,1,1
a man with a tattoo on his arm cooking something in a frying pan .,A man cooks food .,entailment,1,1
A white race dog wearing the number eight runs on the track .,A dog is winning the race .,neutral,2,2
The little girl in the sand is handing a ball to one of the two black dogs .,a girl is handing a ball to her pet dog,neutral,2,2
Two bikers a riding along a street in a marathon as the passersby clap for them .,A biker forgets to sign up for the race .,contradiction,0,0
A man wearing a baseball hate is checking his phone,The man is looking at the screen of a cell phone .,entailment,1,1
The woman in the black shirt attempts to find her bike in the midst of the crowded street .,A woman is on a crowded street .,entailment,1,1
